Municipios;Distritos;Secciones;Sexo;Distribución de la renta por unidad de consumo;Periodo;Total
42132 Noviercas;4213201 Noviercas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;;Mujeres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Total;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Hombres;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
42132 Noviercas;4213201 Noviercas distrito 01;4213201001 Noviercas sección 01001;Mujeres;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
